Info 0    [23:37:57.027] Starting TS Server
Info 4343 [01:55:03.682] Different program with same set of files:: structureIsReused:: 2
Info 4344 [01:55:03.879] getCompletionData: Get current token: 0.014374971389770508
Info 4345 [01:55:03.879] getCompletionData: Is inside comment: 0.004082918167114258
Info 4346 [01:55:03.879] getCompletionData: Get previous token 1: 0.0453341007232666
Info 4347 [01:55:03.879] getCompletionData: Get previous token 2: 0.052165985107421875
Info 4348 [01:55:03.879] getCompletionsAtPosition: isCompletionListBlocker: 0.00404202938079834
Info 4349 [01:55:03.887] getCompletionData: Semantic work: 7.980957984924316
Info 4350 [01:55:03.899] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.108500003814697
Info 4351 [01:55:04.149] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4352 [01:55:04.154] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 646 structureChanged: false Elapsed: 4.988041996955872ms
Info 4353 [01:55:04.154] Different program with same set of files:: structureIsReused:: 2
Info 4354 [01:55:04.317] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4355 [01:55:04.322] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 647 structureChanged: false Elapsed: 5.01341700553894ms
Info 4356 [01:55:04.322] Different program with same set of files:: structureIsReused:: 2
Info 4357 [01:55:04.558] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4358 [01:55:04.566] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 648 structureChanged: false Elapsed: 8.024415969848633ms
Info 4359 [01:55:04.566] Different program with same set of files:: structureIsReused:: 2
Info 4360 [01:55:04.784] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4361 [01:55:04.793] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 649 structureChanged: false Elapsed: 9.606833934783936ms
Info 4362 [01:55:04.793] Different program with same set of files:: structureIsReused:: 2
Info 4363 [01:55:05.125] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4364 [01:55:05.137] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 650 structureChanged: false Elapsed: 12.56691598892212ms
Info 4365 [01:55:05.137] Different program with same set of files:: structureIsReused:: 2
Info 4366 [01:55:05.289] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4367 [01:55:05.295] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 651 structureChanged: false Elapsed: 4.329707980155945ms
Info 4368 [01:55:05.295] Different program with same set of files:: structureIsReused:: 2
Info 4369 [01:56:56.313] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4370 [01:56:56.368] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 652 structureChanged: false Elapsed: 54.46133303642273ms
Info 4371 [01:56:56.368] Different program with same set of files:: structureIsReused:: 2
Info 4372 [01:56:57.380] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4373 [01:56:57.457] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 653 structureChanged: false Elapsed: 76.57020795345306ms
Info 4374 [01:56:57.457] Different program with same set of files:: structureIsReused:: 2
Info 4375 [01:56:57.854] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4376 [01:56:57.882] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 654 structureChanged: false Elapsed: 28.391167044639587ms
Info 4377 [01:56:57.882] Different program with same set of files:: structureIsReused:: 2
Info 4378 [01:56:58.132] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4379 [01:56:58.140] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 655 structureChanged: false Elapsed: 7.842165946960449ms
Info 4380 [01:56:58.140] Different program with same set of files:: structureIsReused:: 2
Info 4381 [01:56:58.147] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4382 [01:56:58.162] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 656 structureChanged: false Elapsed: 15.106916069984436ms
Info 4383 [01:56:58.163] Different program with same set of files:: structureIsReused:: 2
Info 4384 [01:56:58.557] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4385 [01:56:58.597] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 657 structureChanged: false Elapsed: 39.62966597080231ms
Info 4386 [01:56:58.597] Different program with same set of files:: structureIsReused:: 2
Info 4387 [01:56:58.597] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4388 [01:56:58.607] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 658 structureChanged: false Elapsed: 9.340834021568298ms
Info 4389 [01:56:58.607] Different program with same set of files:: structureIsReused:: 2
Info 4390 [01:56:59.112] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4391 [01:56:59.136] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 659 structureChanged: false Elapsed: 24.02779197692871ms
Info 4392 [01:56:59.136] Different program with same set of files:: structureIsReused:: 2
Info 4393 [01:57:25.960] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4394 [01:57:26.001] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 660 structureChanged: false Elapsed: 40.678207993507385ms
Info 4395 [01:57:26.001] Different program with same set of files:: structureIsReused:: 2
Info 4396 [01:57:26.725] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4397 [01:57:26.743] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 661 structureChanged: false Elapsed: 17.33412492275238ms
Info 4398 [01:57:26.743] Different program with same set of files:: structureIsReused:: 2
Info 4399 [01:57:26.968] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4400 [01:57:26.994] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 662 structureChanged: false Elapsed: 25.746625065803528ms
Info 4401 [01:57:26.994] Different program with same set of files:: structureIsReused:: 2
Info 4402 [01:57:32.881] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4403 [01:57:32.904] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 663 structureChanged: false Elapsed: 21.39995801448822ms
Info 4404 [01:57:32.904] Different program with same set of files:: structureIsReused:: 2
Info 4405 [01:57:34.977] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4406 [01:57:34.990] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 664 structureChanged: false Elapsed: 12.959166049957275ms
Info 4407 [01:57:34.990] Different program with same set of files:: structureIsReused:: 2
Info 4408 [01:57:36.302] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4409 [01:57:36.325] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 665 structureChanged: false Elapsed: 22.544250011444092ms
Info 4410 [01:57:36.325] Different program with same set of files:: structureIsReused:: 2
Info 4411 [01:57:36.830] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4412 [01:57:36.857] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 666 structureChanged: false Elapsed: 25.941916942596436ms
Info 4413 [01:57:36.857] Different program with same set of files:: structureIsReused:: 2
Info 4414 [01:57:36.858] getCompletionData: Get current token: 0.011957883834838867
Info 4415 [01:57:36.858] getCompletionData: Is inside comment: 0.0037080049514770508
Info 4416 [01:57:36.858] getCompletionData: Get previous token 1: 0.05983400344848633
Info 4417 [01:57:36.858] getCompletionData: Get previous token 2: 0.05504202842712402
Info 4418 [01:57:36.859] getCompletionsAtPosition: isCompletionListBlocker: 0.6406660079956055
Info 4419 [01:57:36.873] collectAutoImports: starting, not resolving module specifiers
Info 4420 [01:57:36.873] collectAutoImports: module specifier cache size: 150
Info 4421 [01:57:36.960] getSymbolToExportInfoMap: cache hit
Info 4422 [01:57:36.976] collectAutoImports: done in 102.61662495136261 ms
Info 4423 [01:57:36.976] getCompletionData: Semantic work: 116.79770803451538
Info 4424 [01:57:36.982] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.5825419425964355
Info 4425 [01:57:38.136] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4426 [01:57:38.209] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 667 structureChanged: false Elapsed: 72.53595900535583ms
Info 4427 [01:57:38.209] Different program with same set of files:: structureIsReused:: 2
Info 4428 [01:57:38.218] getCompletionData: Get current token: 0.3131669759750366
Info 4429 [01:57:38.218] getCompletionData: Is inside comment: 0.07841706275939941
Info 4430 [01:57:38.218] getCompletionData: Get previous token 1: 0.03924989700317383
Info 4431 [01:57:38.218] getCompletionData: Get previous token 2: 0.02799999713897705
Info 4432 [01:57:38.218] getCompletionsAtPosition: isCompletionListBlocker: 0.2288750410079956
Info 4433 [01:57:38.222] collectAutoImports: starting, not resolving module specifiers
Info 4434 [01:57:38.222] collectAutoImports: module specifier cache size: 150
Info 4435 [01:57:38.224] getSymbolToExportInfoMap: cache hit
Info 4436 [01:57:38.234] collectAutoImports: done in 11.891916990280151 ms
Info 4437 [01:57:38.234] getCompletionData: Semantic work: 16.1750830411911
Info 4438 [01:57:38.250] getCompletionData: Get current token: 0.013957977294921875
Info 4439 [01:57:38.250] getCompletionData: Is inside comment: 0.00404202938079834
Info 4440 [01:57:38.250] getCompletionData: Get previous token 1: 0.026582956314086914
Info 4441 [01:57:38.250] getCompletionData: Get previous token 2: 0.025291919708251953
Info 4442 [01:57:38.250] getCompletionsAtPosition: isCompletionListBlocker: 0.015292048454284668
Info 4443 [01:57:38.254] collectAutoImports: starting, not resolving module specifiers
Info 4444 [01:57:38.254] collectAutoImports: module specifier cache size: 150
Info 4445 [01:57:38.254] getSymbolToExportInfoMap: cache hit
Info 4446 [01:57:38.256] collectAutoImports: done in 2.5311670303344727 ms
Info 4447 [01:57:38.256] getCompletionData: Semantic work: 5.7034159898757935
Info 4448 [01:57:53.517] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4449 [01:57:53.590] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 668 structureChanged: false Elapsed: 71.19170904159546ms
Info 4450 [01:57:53.590] Different program with same set of files:: structureIsReused:: 2
Info 4451 [01:57:53.594] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4452 [01:57:53.609] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 669 structureChanged: false Elapsed: 14.517249941825867ms
Info 4453 [01:57:53.609] Different program with same set of files:: structureIsReused:: 2
Info 4454 [01:57:53.980] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4455 [01:57:53.999] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 670 structureChanged: false Elapsed: 18.91575002670288ms
Info 4456 [01:57:53.999] Different program with same set of files:: structureIsReused:: 2
Info 4457 [01:57:54.004] getCompletionData: Get current token: 0.014792084693908691
Info 4458 [01:57:54.004] getCompletionData: Is inside comment: 0.003959059715270996
Info 4459 [01:57:54.004] getCompletionData: Get previous token 1: 0.28683292865753174
Info 4460 [01:57:54.004] getCompletionsAtPosition: isCompletionListBlocker: 0.040666937828063965
Info 4461 [01:57:54.004] Returning an empty list because completion was requested in an invalid position.
Info 4462 [01:57:54.010] getCompletionData: Get current token: 0.012791037559509277
Info 4463 [01:57:54.010] getCompletionData: Is inside comment: 0.003625035285949707
Info 4464 [01:57:54.010] getCompletionData: Get previous token 1: 0.051084041595458984
Info 4465 [01:57:54.010] getCompletionsAtPosition: isCompletionListBlocker: 0.007790923118591309
Info 4466 [01:57:54.010] Returning an empty list because completion was requested in an invalid position.
Info 4467 [01:57:54.032] getCompletionData: Get current token: 0.010583043098449707
Info 4468 [01:57:54.032] getCompletionData: Is inside comment: 0.005041956901550293
Info 4469 [01:57:54.032] getCompletionData: Get previous token 1: 0.040792107582092285
Info 4470 [01:57:54.032] getCompletionsAtPosition: isCompletionListBlocker: 0.0071669816970825195
Info 4471 [01:57:54.033] Returning an empty list because completion was requested in an invalid position.
Info 4472 [01:57:54.034] getCompletionData: Get current token: 0.009958028793334961
Info 4473 [01:57:54.034] getCompletionData: Is inside comment: 0.0028749704360961914
Info 4474 [01:57:54.034] getCompletionData: Get previous token 1: 0.039208054542541504
Info 4475 [01:57:54.034] getCompletionsAtPosition: isCompletionListBlocker: 0.005375027656555176
Info 4476 [01:57:54.034] Returning an empty list because completion was requested in an invalid position.
Info 4477 [01:57:54.328] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4478 [01:57:54.346] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 671 structureChanged: false Elapsed: 17.893374919891357ms
Info 4479 [01:57:54.346] Different program with same set of files:: structureIsReused:: 2
Info 4480 [01:57:55.350] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4481 [01:57:55.366] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 672 structureChanged: false Elapsed: 15.07383406162262ms
Info 4482 [01:57:55.366] Different program with same set of files:: structureIsReused:: 2
Info 4483 [01:57:55.367] getCompletionData: Get current token: 0.006958961486816406
Info 4484 [01:57:55.367] getCompletionData: Is inside comment: 0.002041935920715332
Info 4485 [01:57:55.367] getCompletionData: Get previous token 1: 0.032457947731018066
Info 4486 [01:57:55.367] getCompletionsAtPosition: isCompletionListBlocker: 0.008750081062316895
Info 4487 [01:57:55.367] Returning an empty list because completion was requested in an invalid position.
Info 4488 [01:57:55.367] getCompletionData: Get current token: 0.005791902542114258
Info 4489 [01:57:55.367] getCompletionData: Is inside comment: 0.0015000104904174805
Info 4490 [01:57:55.367] getCompletionData: Get previous token 1: 0.02362501621246338
Info 4491 [01:57:55.367] getCompletionsAtPosition: isCompletionListBlocker: 0.002332925796508789
Info 4492 [01:57:55.367] Returning an empty list because completion was requested in an invalid position.
Info 4493 [01:57:55.367] getCompletionData: Get current token: 0.005791068077087402
Info 4494 [01:57:55.367] getCompletionData: Is inside comment: 0.0014159679412841797
Info 4495 [01:57:55.367] getCompletionData: Get previous token 1: 0.02324998378753662
Info 4496 [01:57:55.367] getCompletionsAtPosition: isCompletionListBlocker: 0.0018750429153442383
Info 4497 [01:57:55.367] Returning an empty list because completion was requested in an invalid position.
Info 4498 [01:57:55.367] getCompletionData: Get current token: 0.005666971206665039
Info 4499 [01:57:55.367] getCompletionData: Is inside comment: 0.001332998275756836
Info 4500 [01:57:55.367] getCompletionData: Get previous token 1: 0.02312493324279785
Info 4501 [01:57:55.367] getCompletionsAtPosition: isCompletionListBlocker: 0.001667022705078125
Info 4502 [01:57:55.367] Returning an empty list because completion was requested in an invalid position.
Info 4503 [01:57:55.729] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4504 [01:57:55.748] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 673 structureChanged: false Elapsed: 19.037750005722046ms
Info 4505 [01:57:55.748] Different program with same set of files:: structureIsReused:: 2
Info 4506 [01:59:56.204] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4507 [01:59:56.249] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 674 structureChanged: false Elapsed: 42.97224998474121ms
Info 4508 [01:59:56.249] Different program with same set of files:: structureIsReused:: 2
Info 4509 [01:59:56.586] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4510 [01:59:56.677] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 675 structureChanged: false Elapsed: 87.5485829114914ms
Info 4511 [01:59:56.677] Different program with same set of files:: structureIsReused:: 2
Info 4512 [01:59:57.262] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4513 [01:59:57.319] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 676 structureChanged: false Elapsed: 56.78716695308685ms
Info 4514 [01:59:57.319] Different program with same set of files:: structureIsReused:: 2
Info 4515 [01:59:57.836] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4516 [01:59:57.860] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 677 structureChanged: false Elapsed: 24.160625100135803ms
Info 4517 [01:59:57.860] Different program with same set of files:: structureIsReused:: 2
Info 4518 [01:59:57.862] getCompletionData: Get current token: 0.012750029563903809
Info 4519 [01:59:57.862] getCompletionData: Is inside comment: 0.04316699504852295
Info 4520 [01:59:57.862] getCompletionData: Get previous token 1: 0.035958051681518555
Info 4521 [01:59:57.862] getCompletionData: Get previous token 2: 0.03254199028015137
Info 4522 [01:59:57.862] getCompletionsAtPosition: isCompletionListBlocker: 0.023666977882385254
Info 4523 [01:59:57.871] collectAutoImports: starting, not resolving module specifiers
Info 4524 [01:59:57.871] collectAutoImports: module specifier cache size: 150
Info 4525 [01:59:57.879] getSymbolToExportInfoMap: cache hit
Info 4526 [01:59:57.892] collectAutoImports: done in 20.65116596221924 ms
Info 4527 [01:59:57.892] getCompletionData: Semantic work: 30.123959064483643
Info 4528 [01:59:57.904] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.208667039871216
Info 4529 [01:59:57.910] getCompletionData: Get current token: 0.007082939147949219
Info 4530 [01:59:57.910] getCompletionData: Is inside comment: 0.02420806884765625
Info 4531 [01:59:57.910] getCompletionData: Get previous token 1: 0.019625067710876465
Info 4532 [01:59:57.910] getCompletionData: Get previous token 2: 0.01699995994567871
Info 4533 [01:59:57.910] getCompletionsAtPosition: isCompletionListBlocker: 0.0035419464111328125
Info 4534 [01:59:57.914] collectAutoImports: starting, not resolving module specifiers
Info 4535 [01:59:57.914] collectAutoImports: module specifier cache size: 150
Info 4536 [01:59:57.914] getSymbolToExportInfoMap: cache hit
Info 4537 [01:59:57.919] collectAutoImports: done in 5.315500020980835 ms
Info 4538 [01:59:57.919] getCompletionData: Semantic work: 8.699833035469055
Info 4539 [01:59:57.922] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.553499937057495
Info 4540 [01:59:57.928] getCompletionData: Get current token: 0.006000041961669922
Info 4541 [01:59:57.928] getCompletionData: Is inside comment: 0.0221250057220459
Info 4542 [01:59:57.928] getCompletionData: Get previous token 1: 0.015625
Info 4543 [01:59:57.928] getCompletionData: Get previous token 2: 0.015084028244018555
Info 4544 [01:59:57.928] getCompletionsAtPosition: isCompletionListBlocker: 0.0031670331954956055
Info 4545 [01:59:57.931] collectAutoImports: starting, not resolving module specifiers
Info 4546 [01:59:57.931] collectAutoImports: module specifier cache size: 150
Info 4547 [01:59:57.932] getSymbolToExportInfoMap: cache hit
Info 4548 [01:59:57.937] collectAutoImports: done in 5.178874969482422 ms
Info 4549 [01:59:57.937] getCompletionData: Semantic work: 8.541124939918518
Info 4550 [01:59:57.940] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.0591249465942383
Info 4551 [01:59:57.942] getCompletionData: Get current token: 0.004708051681518555
Info 4552 [01:59:57.942] getCompletionData: Is inside comment: 0.0187910795211792
Info 4553 [01:59:57.942] getCompletionData: Get previous token 1: 0.014500021934509277
Info 4554 [01:59:57.942] getCompletionData: Get previous token 2: 0.013541936874389648
Info 4555 [01:59:57.942] getCompletionsAtPosition: isCompletionListBlocker: 0.003000020980834961
Info 4556 [01:59:57.944] collectAutoImports: starting, not resolving module specifiers
Info 4557 [01:59:57.944] collectAutoImports: module specifier cache size: 150
Info 4558 [01:59:57.945] getSymbolToExportInfoMap: cache hit
Info 4559 [01:59:57.949] collectAutoImports: done in 5.081040978431702 ms
Info 4560 [01:59:57.949] getCompletionData: Semantic work: 7.0295000076293945
Info 4561 [01:59:57.952] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.647041916847229
Info 4562 [01:59:57.964] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4563 [01:59:57.973] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 678 structureChanged: false Elapsed: 9.210124969482422ms
Info 4564 [01:59:57.973] Different program with same set of files:: structureIsReused:: 2
Info 4565 [01:59:58.970] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4566 [01:59:58.992] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 679 structureChanged: false Elapsed: 21.484583973884583ms
Info 4567 [01:59:58.992] Different program with same set of files:: structureIsReused:: 2
Info 4568 [01:59:59.349] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4569 [01:59:59.372] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 680 structureChanged: false Elapsed: 22.694416999816895ms
Info 4570 [01:59:59.372] Different program with same set of files:: structureIsReused:: 2
Info 4571 [01:59:59.373] getCompletionData: Get current token: 0.01241600513458252
Info 4572 [01:59:59.373] getCompletionData: Is inside comment: 0.04333305358886719
Info 4573 [01:59:59.373] getCompletionData: Get previous token 1: 0.034332990646362305
Info 4574 [01:59:59.373] getCompletionData: Get previous token 2: 0.030750036239624023
Info 4575 [01:59:59.373] getCompletionsAtPosition: isCompletionListBlocker: 0.0048329830169677734
Info 4576 [01:59:59.384] collectAutoImports: starting, not resolving module specifiers
Info 4577 [01:59:59.384] collectAutoImports: module specifier cache size: 150
Info 4578 [01:59:59.385] getSymbolToExportInfoMap: cache hit
Info 4579 [01:59:59.405] collectAutoImports: done in 21.09141707420349 ms
Info 4580 [01:59:59.405] getCompletionData: Semantic work: 31.857208013534546
Info 4581 [01:59:59.410] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.930417060852051
Info 4582 [01:59:59.499] getCompletionData: Get current token: 0.0054579973220825195
Info 4583 [01:59:59.499] getCompletionData: Is inside comment: 0.12791705131530762
Info 4584 [01:59:59.499] getCompletionData: Get previous token 1: 0.014708995819091797
Info 4585 [01:59:59.500] getCompletionData: Get previous token 2: 0.013041019439697266
Info 4586 [01:59:59.500] getCompletionsAtPosition: isCompletionListBlocker: 0.0028339624404907227
Info 4587 [01:59:59.503] collectAutoImports: starting, not resolving module specifiers
Info 4588 [01:59:59.503] collectAutoImports: module specifier cache size: 150
Info 4589 [01:59:59.504] getSymbolToExportInfoMap: cache hit
Info 4590 [01:59:59.541] collectAutoImports: done in 37.81679093837738 ms
Info 4591 [01:59:59.541] getCompletionData: Semantic work: 41.02037501335144
Info 4592 [01:59:59.549] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.60258400440216
Info 4593 [01:59:59.555] getCompletionData: Get current token: 0.005291938781738281
Info 4594 [01:59:59.555] getCompletionData: Is inside comment: 0.02037501335144043
Info 4595 [01:59:59.555] getCompletionData: Get previous token 1: 0.04550004005432129
Info 4596 [01:59:59.555] getCompletionData: Get previous token 2: 0.01874995231628418
Info 4597 [01:59:59.555] getCompletionsAtPosition: isCompletionListBlocker: 0.003709077835083008
Info 4598 [01:59:59.563] collectAutoImports: starting, not resolving module specifiers
Info 4599 [01:59:59.563] collectAutoImports: module specifier cache size: 150
Info 4600 [01:59:59.564] getSymbolToExportInfoMap: cache hit
Info 4601 [01:59:59.605] collectAutoImports: done in 42.21329200267792 ms
Info 4602 [01:59:59.605] getCompletionData: Semantic work: 50.35929203033447
Info 4603 [01:59:59.628] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 22.618667006492615
Info 4604 [01:59:59.650] getCompletionData: Get current token: 0.00783395767211914
Info 4605 [01:59:59.650] getCompletionData: Is inside comment: 0.019625067710876465
Info 4606 [01:59:59.650] getCompletionData: Get previous token 1: 0.014082908630371094
Info 4607 [01:59:59.650] getCompletionData: Get previous token 2: 0.013041019439697266
Info 4608 [01:59:59.650] getCompletionsAtPosition: isCompletionListBlocker: 0.003000020980834961
Info 4609 [01:59:59.690] collectAutoImports: starting, not resolving module specifiers
Info 4610 [01:59:59.690] collectAutoImports: module specifier cache size: 150
Info 4611 [01:59:59.693] getSymbolToExportInfoMap: cache hit
Info 4612 [01:59:59.721] collectAutoImports: done in 31.27008295059204 ms
Info 4613 [01:59:59.721] getCompletionData: Semantic work: 70.34170806407928
Info 4614 [01:59:59.732] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.671708941459656
Info 4615 [01:59:59.751] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4616 [01:59:59.847] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 681 structureChanged: false Elapsed: 96.41479098796844ms
Info 4617 [01:59:59.847] Different program with same set of files:: structureIsReused:: 2
Info 4618 [01:59:59.935] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4619 [01:59:59.940] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 682 structureChanged: false Elapsed: 4.583708047866821ms
Info 4620 [01:59:59.940] Different program with same set of files:: structureIsReused:: 2
Info 4621 [02:00:19.736] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4622 [02:00:19.833] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 683 structureChanged: false Elapsed: 96.62583291530609ms
Info 4623 [02:00:19.833] Different program with same set of files:: structureIsReused:: 2
Info 4624 [02:00:19.846] getCompletionData: Get current token: 0.007084012031555176
Info 4625 [02:00:19.846] getCompletionData: Is inside comment: 0.023666024208068848
Info 4626 [02:00:19.847] getCompletionData: Get previous token 1: 0.020291924476623535
Info 4627 [02:00:19.847] getCompletionData: Get previous token 2: 0.020666956901550293
Info 4628 [02:00:19.847] getCompletionsAtPosition: isCompletionListBlocker: 0.004000067710876465
Info 4629 [02:00:19.847] Returning an empty list because completion was requested in an invalid position.
Info 4630 [02:00:19.847] getCompletionData: Get current token: 0.004709005355834961
Info 4631 [02:00:19.847] getCompletionData: Is inside comment: 0.020292043685913086
Info 4632 [02:00:19.847] getCompletionData: Get previous token 1: 0.016708016395568848
Info 4633 [02:00:19.847] getCompletionData: Get previous token 2: 0.0172499418258667
Info 4634 [02:00:19.847] getCompletionsAtPosition: isCompletionListBlocker: 0.0014170408248901367
Info 4635 [02:00:19.847] Returning an empty list because completion was requested in an invalid position.
Info 4636 [02:00:19.847] getCompletionData: Get current token: 0.004333972930908203
Info 4637 [02:00:19.847] getCompletionData: Is inside comment: 0.018207907676696777
Info 4638 [02:00:19.847] getCompletionData: Get previous token 1: 0.017625093460083008
Info 4639 [02:00:19.847] getCompletionData: Get previous token 2: 0.018125057220458984
Info 4640 [02:00:19.847] getCompletionsAtPosition: isCompletionListBlocker: 0.0010830163955688477
Info 4641 [02:00:19.847] Returning an empty list because completion was requested in an invalid position.
Info 4642 [02:00:19.847] getCompletionData: Get current token: 0.004167079925537109
Info 4643 [02:00:19.847] getCompletionData: Is inside comment: 0.01920795440673828
Info 4644 [02:00:19.847] getCompletionData: Get previous token 1: 0.016459107398986816
Info 4645 [02:00:19.848] getCompletionData: Get previous token 2: 0.016834020614624023
Info 4646 [02:00:19.848] getCompletionsAtPosition: isCompletionListBlocker: 0.0009170770645141602
Info 4647 [02:00:19.848] Returning an empty list because completion was requested in an invalid position.
Info 4648 [02:00:19.848] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 4649 [02:00:19.866] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 684 structureChanged: false Elapsed: 18.149500012397766ms
Info 4650 [02:00:19.866] Different program with same set of files:: structureIsReused:: 2
Info 4651 [02:00:19.977] getCompletionData: Get current token: 0.006625056266784668
Info 4652 [02:00:19.978] getCompletionData: Is inside comment: 0.023000001907348633
Info 4653 [02:00:19.978] getCompletionData: Get previous token 1: 0.01874995231628418
Info 4654 [02:00:19.978] getCompletionData: Get previous token 2: 0.02720797061920166
Info 4655 [02:00:19.978] getCompletionsAtPosition: isCompletionListBlocker: 0.0018329620361328125
Info 4656 [02:00:19.978] Returning an empty list because completion was requested in an invalid position.
Info 4657 [02:00:20.004] getCompletionData: Get current token: 0.0048749446868896484
Info 4658 [02:00:20.004] getCompletionData: Is inside comment: 0.01979196071624756
Info 4659 [02:00:20.004] getCompletionData: Get previous token 1: 0.018832921981811523
Info 4660 [02:00:20.004] getCompletionData: Get previous token 2: 0.0172499418258667
